Jurisdiction,Week Ending Date,State Abbreviation,Year,Week,Age Group,Number of Deaths,Time Period,Type,Suppress,
United States,3/3/18,US,2018,9,Under 25 years,1157,2015-2019,Predicted (weighted),,
United States,3/10/18,US,2018,10,25-44 years,2660,2015-2019,Predicted (weighted),,
United States,3/10/18,US,2018,10,45-64 years,10913,2015-2019,Predicted (weighted),,
United States,3/10/18,US,2018,10,65-74 years,10919,2015-2019,Predicted (weighted),,
United States,3/10/18,US,2018,10,75-84 years,13578,2015-2019,Predicted (weighted),,
United States,3/10/18,US,2018,10,85 years and older,17997,2015-2019,Predicted (weighted),,
United States,3/10/18,US,2018,10,Under 25 years,1169,2015-2019,Predicted (weighted),,
United States,3/17/18,US,2018,11,25-44 years,2626,2015-2019,Predicted (weighted),,
United States,3/17/18,US,2018,11,45-64 years,10668,2015-2019,Predicted (weighted),,
United States,3/17/18,US,2018,11,65-74 years,10739,2015-2019,Predicted (weighted),,
United States,3/17/18,US,2018,11,75-84 years,13459,2015-2019,Predicted (weighted),,
United States,3/17/18,US,2018,11,85 years and older,17794,2015-2019,Predicted (weighted),,
United States,3/17/18,US,2018,11,Under 25 years,1167,2015-2019,Predicted (weighted),,
United States,3/24/18,US,2018,12,25-44 years,2574,2015-2019,Predicted (weighted),,
United States,3/24/18,US,2018,12,45-64 years,10498,2015-2019,Predicted (weighted),,
United States,3/24/18,US,2018,12,65-74 years,10381,2015-2019,Predicted (weighted),,
United States,3/24/18,US,2018,12,75-84 years,13257,2015-2019,Predicted (weighted),,
United States,3/24/18,US,2018,12,85 years and older,17993,2015-2019,Predicted (weighted),,
United States,3/24/18,US,2018,12,Under 25 years,1201,2015-2019,Predicted (weighted),,
United States,3/31/18,US,2018,13,25-44 years,2592,2015-2019,Predicted (weighted),,
United States,3/31/18,US,2018,13,45-64 years,10254,2015-2019,Predicted (weighted),,
United States,3/31/18,US,2018,13,65-74 years,10398,2015-2019,Predicted (weighted),,
United States,3/31/18,US,2018,13,75-84 years,13090,2015-2019,Predicted (weighted),,
United States,3/31/18,US,2018,13,85 years and older,17588,2015-2019,Predicted (weighted),,
United States,3/31/18,US,2018,13,Under 25 years,1116,2015-2019,Predicted (weighted),,
United States,4/7/18,US,2018,14,25-44 years,2707,2015-2019,Predicted (weighted),,
United States,4/7/18,US,2018,14,45-64 years,10577,2015-2019,Predicted (weighted),,
United States,4/7/18,US,2018,14,65-74 years,10656,2015-2019,Predicted (weighted),,
United States,4/7/18,US,2018,14,75-84 years,13081,2015-2019,Predicted (weighted),,
United States,4/7/18,US,2018,14,85 years and older,17274,2015-2019,Predicted (weighted),,
United States,4/7/18,US,2018,14,Under 25 years,1117,2015-2019,Predicted (weighted),,
United States,4/14/18,US,2018,15,25-44 years,2630,2015-2019,Predicted (weighted),,
United States,4/14/18,US,2018,15,45-64 years,10454,2015-2019,Predicted (weighted),,
United States,4/14/18,US,2018,15,65-74 years,10518,2015-2019,Predicted (weighted),,
United States,4/14/18,US,2018,15,75-84 years,13240,2015-2019,Predicted (weighted),,
United States,4/14/18,US,2018,15,85 years and older,17360,2015-2019,Predicted (weighted),,
United States,4/14/18,US,2018,15,Under 25 years,1144,2015-2019,Predicted (weighted),,
United States,4/21/18,US,2018,16,25-44 years,2579,2015-2019,Predicted (weighted),,
United States,4/21/18,US,2018,16,45-64 years,10216,2015-2019,Predicted (weighted),,
United States,4/21/18,US,2018,16,65-74 years,10501,2015-2019,Predicted (weighted),,
United States,4/21/18,US,2018,16,75-84 years,12755,2015-2019,Predicted (weighted),,
United States,4/21/18,US,2018,16,85 years and older,16941,2015-2019,Predicted (weighted),,
United States,4/21/18,US,2018,16,Under 25 years,1160,2015-2019,Predicted (weighted),,
United States,4/28/18,US,2018,17,25-44 years,2565,2015-2019,Predicted (weighted),,
United States,4/28/18,US,2018,17,45-64 years,9936,2015-2019,Predicted (weighted),,
United States,4/28/18,US,2018,17,65-74 years,10380,2015-2019,Predicted (weighted),,
United States,4/28/18,US,2018,17,75-84 years,12921,2015-2019,Predicted (weighted),,
United States,4/28/18,US,2018,17,85 years and older,16905,2015-2019,Predicted (weighted),,
United States,4/28/18,US,2018,17,Under 25 years,1134,2015-2019,Predicted (weighted),,
United States,5/5/18,US,2018,18,25-44 years,2669,2015-2019,Predicted (weighted),,
United States,5/5/18,US,2018,18,45-64 years,10357,2015-2019,Predicted (weighted),,
United States,5/5/18,US,2018,18,65-74 years,10303,2015-2019,Predicted (weighted),,
United States,5/5/18,US,2018,18,75-84 years,12711,2015-2019,Predicted (weighted),,
United States,5/5/18,US,2018,18,85 years and older,16622,2015-2019,Predicted (weighted),,
United States,5/5/18,US,2018,18,Under 25 years,1215,2015-2019,Predicted (weighted),,
United States,5/12/18,US,2018,19,25-44 years,2764,2015-2019,Predicted (weighted),,
United States,5/12/18,US,2018,19,45-64 years,10136,2015-2019,Predicted (weighted),,
United States,5/12/18,US,2018,19,65-74 years,10001,2015-2019,Predicted (weighted),,
United States,5/12/18,US,2018,19,75-84 years,12236,2015-2019,Predicted (weighted),,
United States,5/12/18,US,2018,19,85 years and older,15788,2015-2019,Predicted (weighted),,
United States,5/12/18,US,2018,19,Under 25 years,1286,2015-2019,Predicted (weighted),,
United States,5/19/18,US,2018,20,25-44 years,2528,2015-2019,Predicted (weighted),,
United States,5/19/18,US,2018,20,45-64 years,9771,2015-2019,Predicted (weighted),,
United States,5/19/18,US,2018,20,65-74 years,9837,2015-2019,Predicted (weighted),,
United States,5/19/18,US,2018,20,75-84 years,12078,2015-2019,Predicted (weighted),,
United States,5/19/18,US,2018,20,85 years and older,15349,2015-2019,Predicted (weighted),,
United States,5/19/18,US,2018,20,Under 25 years,1174,2015-2019,Predicted (weighted),,
United States,5/26/18,US,2018,21,25-44 years,2630,2015-2019,Predicted (weighted),,
United States,5/26/18,US,2018,21,45-64 years,9932,2015-2019,Predicted (weighted),,
United States,5/26/18,US,2018,21,65-74 years,9694,2015-2019,Predicted (weighted),,
United States,5/26/18,US,2018,21,75-84 years,12081,2015-2019,Predicted (weighted),,
United States,5/26/18,US,2018,21,85 years and older,15533,2015-2019,Predicted (weighted),,
United States,5/26/18,US,2018,21,Under 25 years,1181,2015-2019,Predicted (weighted),,
United States,6/2/18,US,2018,22,25-44 years,2726,2015-2019,Predicted (weighted),,
United States,6/2/18,US,2018,22,45-64 years,9985,2015-2019,Predicted (weighted),,
United States,6/2/18,US,2018,22,65-74 years,9959,2015-2019,Predicted (weighted),,
United States,6/2/18,US,2018,22,75-84 years,12070,2015-2019,Predicted (weighted),,
United States,6/2/18,US,2018,22,85 years and older,15195,2015-2019,Predicted (weighted),,
United States,6/2/18,US,2018,22,Under 25 years,1222,2015-2019,Predicted (weighted),,
United States,6/9/18,US,2018,23,25-44 years,2826,2015-2019,Predicted (weighted),,
United States,6/9/18,US,2018,23,45-64 years,10406,2015-2019,Predicted (weighted),,
United States,6/9/18,US,2018,23,65-74 years,9985,2015-2019,Predicted (weighted),,
United States,6/9/18,US,2018,23,75-84 years,12096,2015-2019,Predicted (weighted),,
United States,6/9/18,US,2018,23,85 years and older,15622,2015-2019,Predicted (weighted),,
United States,6/9/18,US,2018,23,Under 25 years,1184,2015-2019,Predicted (weighted),,
United States,6/16/18,US,2018,24,25-44 years,2719,2015-2019,Predicted (weighted),,
United States,6/16/18,US,2018,24,45-64 years,10131,2015-2019,Predicted (weighted),,
United States,6/16/18,US,2018,24,65-74 years,9954,2015-2019,Predicted (weighted),,
United States,6/16/18,US,2018,24,75-84 years,11952,2015-2019,Predicted (weighted),,
United States,6/16/18,US,2018,24,85 years and older,15527,2015-2019,Predicted (weighted),,
United States,6/16/18,US,2018,24,Under 25 years,1224,2015-2019,Predicted (weighted),,
United States,6/23/18,US,2018,25,25-44 years,2716,2015-2019,Predicted (weighted),,
United States,6/23/18,US,2018,25,45-64 years,10031,2015-2019,Predicted (weighted),,
United States,6/23/18,US,2018,25,65-74 years,9849,2015-2019,Predicted (weighted),,
United States,6/23/18,US,2018,25,75-84 years,12001,2015-2019,Predicted (weighted),,
United States,6/23/18,US,2018,25,85 years and older,15403,2015-2019,Predicted (weighted),,
United States,6/23/18,US,2018,25,Under 25 years,1218,2015-2019,Predicted (weighted),,
United States,6/30/18,US,2018,26,25-44 years,2804,2015-2019,Predicted (weighted),,
United States,6/30/18,US,2018,26,45-64 years,9973,2015-2019,Predicted (weighted),,
United States,6/30/18,US,2018,26,65-74 years,10007,2015-2019,Predicted (weighted),,
United States,6/30/18,US,2018,26,75-84 years,11900,2015-2019,Predicted (weighted),,
United States,6/30/18,US,2018,26,85 years and older,15167,2015-2019,Predicted (weighted),,
United States,6/30/18,US,2018,26,Under 25 years,1146,2015-2019,Predicted (weighted),,
United States,7/7/18,US,2018,27,25-44 years,2843,2015-2019,Predicted (weighted),,
United States,7/7/18,US,2018,27,45-64 years,10293,2015-2019,Predicted (weighted),,
United States,7/7/18,US,2018,27,65-74 years,9990,2015-2019,Predicted (weighted),,
United States,7/7/18,US,2018,27,75-84 years,12187,2015-2019,Predicted (weighted),,
United States,7/7/18,US,2018,27,85 years and older,15202,2015-2019,Predicted (weighted),,
United States,7/7/18,US,2018,27,Under 25 years,1292,2015-2019,Predicted (weighted),,
United States,7/14/18,US,2018,28,25-44 years,2752,2015-2019,Predicted (weighted),,
United States,7/14/18,US,2018,28,45-64 years,10227,2015-2019,Predicted (weighted),,
United States,7/14/18,US,2018,28,65-74 years,9834,2015-2019,Predicted (weighted),,
United States,7/14/18,US,2018,28,75-84 years,12072,2015-2019,Predicted (weighted),,
United States,7/14/18,US,2018,28,85 years and older,15243,2015-2019,Predicted (weighted),,
United States,7/14/18,US,2018,28,Under 25 years,1204,2015-2019,Predicted (weighted),,
United States,7/21/18,US,2018,29,25-44 years,2692,2015-2019,Predicted (weighted),,
United States,7/21/18,US,2018,29,45-64 years,10052,2015-2019,Predicted (weighted),,
United States,7/21/18,US,2018,29,65-74 years,9672,2015-2019,Predicted (weighted),,
United States,7/21/18,US,2018,29,75-84 years,11852,2015-2019,Predicted (weighted),,
United States,7/21/18,US,2018,29,85 years and older,15275,2015-2019,Predicted (weighted),,
United States,7/21/18,US,2018,29,Under 25 years,1194,2015-2019,Predicted (weighted),,
United States,7/28/18,US,2018,30,25-44 years,2746,2015-2019,Predicted (weighted),,
United States,7/28/18,US,2018,30,45-64 years,9884,2015-2019,Predicted (weighted),,
United States,7/28/18,US,2018,30,65-74 years,9786,2015-2019,Predicted (weighted),,
United States,7/28/18,US,2018,30,75-84 years,11809,2015-2019,Predicted (weighted),,
United States,7/28/18,US,2018,30,85 years and older,14935,2015-2019,Predicted (weighted),,
United States,7/28/18,US,2018,30,Under 25 years,1249,2015-2019,Predicted (weighted),,
United States,8/4/18,US,2018,31,25-44 years,2771,2015-2019,Predicted (weighted),,
United States,8/4/18,US,2018,31,45-64 years,10168,2015-2019,Predicted (weighted),,
United States,8/4/18,US,2018,31,65-74 years,9813,2015-2019,Predicted (weighted),,
United States,8/4/18,US,2018,31,75-84 years,12020,2015-2019,Predicted (weighted),,
United States,8/4/18,US,2018,31,85 years and older,14877,2015-2019,Predicted (weighted),,
United States,8/4/18,US,2018,31,Under 25 years,1145,2015-2019,Predicted (weighted),,
United States,8/11/18,US,2018,32,25-44 years,2804,2015-2019,Predicted (weighted),,
United States,8/11/18,US,2018,32,45-64 years,10340,2015-2019,Predicted (weighted),,
United States,8/11/18,US,2018,32,65-74 years,9741,2015-2019,Predicted (weighted),,
United States,8/11/18,US,2018,32,75-84 years,11996,2015-2019,Predicted (weighted),,
United States,8/11/18,US,2018,32,85 years and older,15031,2015-2019,Predicted (weighted),,
United States,8/11/18,US,2018,32,Under 25 years,1212,2015-2019,Predicted (weighted),,
United States,8/18/18,US,2018,33,25-44 years,2716,2015-2019,Predicted (weighted),,
United States,8/18/18,US,2018,33,45-64 years,9880,2015-2019,Predicted (weighted),,
United States,8/18/18,US,2018,33,65-74 years,9809,2015-2019,Predicted (weighted),,
United States,8/18/18,US,2018,33,75-84 years,11857,2015-2019,Predicted (weighted),,
United States,8/18/18,US,2018,33,85 years and older,15063,2015-2019,Predicted (weighted),,
United States,8/18/18,US,2018,33,Under 25 years,1095,2015-2019,Predicted (weighted),,
United States,8/25/18,US,2018,34,25-44 years,2648,2015-2019,Predicted (weighted),,
United States,8/25/18,US,2018,34,45-64 years,9900,2015-2019,Predicted (weighted),,
United States,8/25/18,US,2018,34,65-74 years,9872,2015-2019,Predicted (weighted),,
United States,8/25/18,US,2018,34,75-84 years,12081,2015-2019,Predicted (weighted),,
United States,8/25/18,US,2018,34,85 years and older,14918,2015-2019,Predicted (weighted),,
United States,8/25/18,US,2018,34,Under 25 years,1154,2015-2019,Predicted (weighted),,
United States,9/1/18,US,2018,35,25-44 years,2695,2015-2019,Predicted (weighted),,
United States,9/1/18,US,2018,35,45-64 years,9793,2015-2019,Predicted (weighted),,
United States,9/1/18,US,2018,35,65-74 years,9907,2015-2019,Predicted (weighted),,
United States,9/1/18,US,2018,35,75-84 years,11893,2015-2019,Predicted (weighted),,
United States,9/1/18,US,2018,35,85 years and older,15282,2015-2019,Predicted (weighted),,
United States,9/1/18,US,2018,35,Under 25 years,1183,2015-2019,Predicted (weighted),,
United States,9/8/18,US,2018,36,25-44 years,2795,2015-2019,Predicted (weighted),,
United States,9/8/18,US,2018,36,45-64 years,9971,2015-2019,Predicted (weighted),,
United States,9/8/18,US,2018,36,65-74 years,9682,2015-2019,Predicted (weighted),,
United States,9/8/18,US,2018,36,75-84 years,11904,2015-2019,Predicted (weighted),,
United States,9/8/18,US,2018,36,85 years and older,14882,2015-2019,Predicted (weighted),,
United States,9/8/18,US,2018,36,Under 25 years,1192,2015-2019,Predicted (weighted),,
United States,9/15/18,US,2018,37,25-44 years,2738,2015-2019,Predicted (weighted),,
United States,9/15/18,US,2018,37,45-64 years,10053,2015-2019,Predicted (weighted),,
United States,9/15/18,US,2018,37,65-74 years,9890,2015-2019,Predicted (weighted),,
United States,9/15/18,US,2018,37,75-84 years,12016,2015-2019,Predicted (weighted),,
United States,9/15/18,US,2018,37,85 years and older,15342,2015-2019,Predicted (weighted),,
United States,9/15/18,US,2018,37,Under 25 years,1175,2015-2019,Predicted (weighted),,
United States,9/22/18,US,2018,38,25-44 years,2749,2015-2019,Predicted (weighted),,
United States,9/22/18,US,2018,38,45-64 years,9913,2015-2019,Predicted (weighted),,
United States,9/22/18,US,2018,38,65-74 years,10067,2015-2019,Predicted (weighted),,
United States,9/22/18,US,2018,38,75-84 years,12305,2015-2019,Predicted (weighted),,
United States,9/22/18,US,2018,38,85 years and older,15458,2015-2019,Predicted (weighted),,
United States,9/22/18,US,2018,38,Under 25 years,1215,2015-2019,Predicted (weighted),,
United States,9/29/18,US,2018,39,25-44 years,2556,2015-2019,Predicted (weighted),,
United States,9/29/18,US,2018,39,45-64 years,9623,2015-2019,Predicted (weighted),,
United States,9/29/18,US,2018,39,65-74 years,10096,2015-2019,Predicted (weighted),,
United States,9/29/18,US,2018,39,75-84 years,12207,2015-2019,Predicted (weighted),,
United States,9/29/18,US,2018,39,85 years and older,15423,2015-2019,Predicted (weighted),,
United States,9/29/18,US,2018,39,Under 25 years,1185,2015-2019,Predicted (weighted),,
United States,10/6/18,US,2018,40,25-44 years,2718,2015-2019,Predicted (weighted),,
United States,10/6/18,US,2018,40,45-64 years,10033,2015-2019,Predicted (weighted),,
United States,10/6/18,US,2018,40,65-74 years,10206,2015-2019,Predicted (weighted),,2423958
United States,10/6/18,US,2018,40,75-84 years,12578,2015-2019,Predicted (weighted),,
United States,10/6/18,US,2018,40,85 years and older,15763,2015-2019,Predicted (weighted),,
United States,10/6/18,US,2018,40,Under 25 years,1180,2015-2019,Predicted (weighted),,
United States,10/13/18,US,2018,41,25-44 years,2579,2015-2019,Predicted (weighted),,
United States,10/13/18,US,2018,41,45-64 years,10089,2015-2019,Predicted (weighted),,
United States,10/13/18,US,2018,41,65-74 years,10080,2015-2019,Predicted (weighted),,
United States,10/13/18,US,2018,41,75-84 years,12208,2015-2019,Predicted (weighted),,
United States,10/13/18,US,2018,41,85 years and older,15830,2015-2019,Predicted (weighted),,
United States,10/13/18,US,2018,41,Under 25 years,1191,2015-2019,Predicted (weighted),,
United States,10/20/18,US,2018,42,25-44 years,2624,2015-2019,Predicted (weighted),,
United States,10/20/18,US,2018,42,45-64 years,10027,2015-2019,Predicted (weighted),,
United States,10/20/18,US,2018,42,65-74 years,10296,2015-2019,Predicted (weighted),,
United States,10/20/18,US,2018,42,75-84 years,12803,2015-2019,Predicted (weighted),,
United States,10/20/18,US,2018,42,85 years and older,16177,2015-2019,Predicted (weighted),,
United States,10/20/18,US,2018,42,Under 25 years,1179,2015-2019,Predicted (weighted),,
United States,10/27/18,US,2018,43,25-44 years,2624,2015-2019,Predicted (weighted),,
United States,10/27/18,US,2018,43,45-64 years,10194,2015-2019,Predicted (weighted),,
United States,10/27/18,US,2018,43,65-74 years,10345,2015-2019,Predicted (weighted),,
United States,10/27/18,US,2018,43,75-84 years,13044,2015-2019,Predicted (weighted),,
United States,10/27/18,US,2018,43,85 years and older,16496,2015-2019,Predicted (weighted),,
United States,10/27/18,US,2018,43,Under 25 years,1170,2015-2019,Predicted (weighted),,
United States,11/3/18,US,2018,44,25-44 years,2761,2015-2019,Predicted (weighted),,
United States,11/3/18,US,2018,44,45-64 years,10014,2015-2019,Predicted (weighted),,
United States,11/3/18,US,2018,44,65-74 years,10273,2015-2019,Predicted (weighted),,
United States,11/3/18,US,2018,44,75-84 years,12735,2015-2019,Predicted (weighted),,
United States,11/3/18,US,2018,44,85 years and older,16807,2015-2019,Predicted (weighted),,
United States,11/3/18,US,2018,44,Under 25 years,1169,2015-2019,Predicted (weighted),,
United States,11/10/18,US,2018,45,25-44 years,2589,2015-2019,Predicted (weighted),,
United States,11/10/18,US,2018,45,45-64 years,10217,2015-2019,Predicted (weighted),,
United States,11/10/18,US,2018,45,65-74 years,10297,2015-2019,Predicted (weighted),,
United States,11/10/18,US,2018,45,75-84 years,12951,2015-2019,Predicted (weighted),,
United States,11/10/18,US,2018,45,85 years and older,16459,2015-2019,Predicted (weighted),,
United States,11/10/18,US,2018,45,Under 25 years,1175,2015-2019,Predicted (weighted),,
United States,11/17/18,US,2018,46,25-44 years,2663,2015-2019,Predicted (weighted),,
United States,11/17/18,US,2018,46,45-64 years,10417,2015-2019,Predicted (weighted),,
United States,11/17/18,US,2018,46,65-74 years,10575,2015-2019,Predicted (weighted),,
United States,11/17/18,US,2018,46,75-84 years,13166,2015-2019,Predicted (weighted),,
United States,11/17/18,US,2018,46,85 years and older,16865,2015-2019,Predicted (weighted),,
United States,11/17/18,US,2018,46,Under 25 years,1129,2015-2019,Predicted (weighted),,
United States,11/24/18,US,2018,47,25-44 years,2629,2015-2019,Predicted (weighted),,
United States,11/24/18,US,2018,47,45-64 years,10331,2015-2019,Predicted (weighted),,
United States,11/24/18,US,2018,47,65-74 years,10597,2015-2019,Predicted (weighted),,
United States,11/24/18,US,2018,47,75-84 years,13128,2015-2019,Predicted (weighted),,
United States,11/24/18,US,2018,47,85 years and older,17190,2015-2019,Predicted (weighted),,
United States,11/24/18,US,2018,47,Under 25 years,1115,2015-2019,Predicted (weighted),,
United States,12/1/18,US,2018,48,25-44 years,2548,2015-2019,Predicted (weighted),,
United States,12/1/18,US,2018,48,45-64 years,10172,2015-2019,Predicted (weighted),,
United States,12/1/18,US,2018,48,65-74 years,10820,2015-2019,Predicted (weighted),,
United States,12/1/18,US,2018,48,75-84 years,13356,2015-2019,Predicted (weighted),,
United States,12/1/18,US,2018,48,85 years and older,17241,2015-2019,Predicted (weighted),,
United States,12/1/18,US,2018,48,Under 25 years,1066,2015-2019,Predicted (weighted),,
United States,12/8/18,US,2018,49,25-44 years,2674,2015-2019,Predicted (weighted),,
United States,12/8/18,US,2018,49,45-64 years,10555,2015-2019,Predicted (weighted),,
United States,12/8/18,US,2018,49,65-74 years,10812,2015-2019,Predicted (weighted),,
United States,12/8/18,US,2018,49,75-84 years,13498,2015-2019,Predicted (weighted),,
United States,12/8/18,US,2018,49,85 years and older,17475,2015-2019,Predicted (weighted),,
United States,12/8/18,US,2018,49,Under 25 years,1075,2015-2019,Predicted (weighted),,
United States,12/15/18,US,2018,50,25-44 years,2588,2015-2019,Predicted (weighted),,
United States,12/15/18,US,2018,50,45-64 years,10671,2015-2019,Predicted (weighted),,
United States,12/15/18,US,2018,50,65-74 years,10746,2015-2019,Predicted (weighted),,
United States,12/15/18,US,2018,50,75-84 years,13520,2015-2019,Predicted (weighted),,
United States,12/15/18,US,2018,50,85 years and older,17872,2015-2019,Predicted (weighted),,
United States,12/15/18,US,2018,50,Under 25 years,1126,2015-2019,Predicted (weighted),,
United States,12/22/18,US,2018,51,25-44 years,2616,2015-2019,Predicted (weighted),,
United States,12/22/18,US,2018,51,45-64 years,10582,2015-2019,Predicted (weighted),,
United States,12/22/18,US,2018,51,65-74 years,10892,2015-2019,Predicted (weighted),,
United States,12/22/18,US,2018,51,75-84 years,13750,2015-2019,Predicted (weighted),,
United States,12/22/18,US,2018,51,85 years and older,17774,2015-2019,Predicted (weighted),,
United States,12/22/18,US,2018,51,Under 25 years,1067,2015-2019,Predicted (weighted),,
United States,12/29/18,US,2018,52,25-44 years,2629,2015-2019,Predicted (weighted),,
United States,12/29/18,US,2018,52,45-64 years,10552,2015-2019,Predicted (weighted),,
United States,12/29/18,US,2018,52,65-74 years,10902,2015-2019,Predicted (weighted),,
United States,12/29/18,US,2018,52,75-84 years,13843,2015-2019,Predicted (weighted),,
United States,12/29/18,US,2018,52,85 years and older,17133,2015-2019,Predicted (weighted),,
United States,12/29/18,US,2018,52,Under 25 years,1104,2015-2019,Predicted (weighted),,
United States,1/5/19,US,2019,1,25-44 years,2796,2015-2019,Predicted (weighted),,
United States,1/5/19,US,2019,1,45-64 years,11126,2015-2019,Predicted (weighted),,
United States,1/5/19,US,2019,1,65-74 years,11231,2015-2019,Predicted (weighted),,
United States,1/5/19,US,2019,1,75-84 years,13947,2015-2019,Predicted (weighted),,
United States,1/5/19,US,2019,1,85 years and older,18214,2015-2019,Predicted (weighted),,
United States,1/5/19,US,2019,1,Under 25 years,1147,2015-2019,Predicted (weighted),,
United States,1/12/19,US,2019,2,25-44 years,2703,2015-2019,Predicted (weighted),,
United States,1/12/19,US,2019,2,45-64 years,10950,2015-2019,Predicted (weighted),,
United States,1/12/19,US,2019,2,65-74 years,11370,2015-2019,Predicted (weighted),,
United States,1/12/19,US,2019,2,75-84 years,14203,2015-2019,Predicted (weighted),,
United States,1/12/19,US,2019,2,85 years and older,18171,2015-2019,Predicted (weighted),,
United States,1/12/19,US,2019,2,Under 25 years,1109,2015-2019,Predicted (weighted),,
United States,1/19/19,US,2019,3,25-44 years,2570,2015-2019,Predicted (weighted),,
United States,1/19/19,US,2019,3,45-64 years,10745,2015-2019,Predicted (weighted),,
United States,1/19/19,US,2019,3,65-74 years,11314,2015-2019,Predicted (weighted),,
United States,1/19/19,US,2019,3,75-84 years,14124,2015-2019,Predicted (weighted),,
United States,1/19/19,US,2019,3,85 years and older,18525,2015-2019,Predicted (weighted),,
United States,1/19/19,US,2019,3,Under 25 years,1084,2015-2019,Predicted (weighted),,
United States,1/26/19,US,2019,4,25-44 years,2595,2015-2019,Predicted (weighted),,
United States,1/26/19,US,2019,4,45-64 years,10862,2015-2019,Predicted (weighted),,
United States,1/26/19,US,2019,4,65-74 years,11216,2015-2019,Predicted (weighted),,
United States,1/26/19,US,2019,4,75-84 years,14184,2015-2019,Predicted (weighted),,
United States,1/26/19,US,2019,4,85 years and older,18112,2015-2019,Predicted (weighted),,
United States,1/26/19,US,2019,4,Under 25 years,1062,2015-2019,Predicted (weighted),,
United States,2/2/19,US,2019,5,25-44 years,2542,2015-2019,Predicted (weighted),,
United States,2/2/19,US,2019,5,45-64 years,10977,2015-2019,Predicted (weighted),,
United States,2/2/19,US,2019,5,65-74 years,11202,2015-2019,Predicted (weighted),,
United States,2/2/19,US,2019,5,75-84 years,14199,2015-2019,Predicted (weighted),,
United States,2/2/19,US,2019,5,85 years and older,18264,2015-2019,Predicted (weighted),,
United States,2/2/19,US,2019,5,Under 25 years,1092,2015-2019,Predicted (weighted),,
United States,2/9/19,US,2019,6,25-44 years,2696,2015-2019,Predicted (weighted),,
United States,2/9/19,US,2019,6,45-64 years,10920,2015-2019,Predicted (weighted),,
United States,2/9/19,US,2019,6,65-74 years,11471,2015-2019,Predicted (weighted),,
United States,2/9/19,US,2019,6,75-84 years,14224,2015-2019,Predicted (weighted),,
United States,2/9/19,US,2019,6,85 years and older,18208,2015-2019,Predicted (weighted),,
United States,2/9/19,US,2019,6,Under 25 years,1131,2015-2019,Predicted (weighted),,
United States,2/16/19,US,2019,7,25-44 years,2632,2015-2019,Predicted (weighted),,
United States,2/16/19,US,2019,7,45-64 years,10849,2015-2019,Predicted (weighted),,
United States,2/16/19,US,2019,7,65-74 years,11319,2015-2019,Predicted (weighted),,
United States,2/16/19,US,2019,7,75-84 years,14155,2015-2019,Predicted (weighted),,
United States,2/16/19,US,2019,7,85 years and older,18080,2015-2019,Predicted (weighted),,
United States,2/16/19,US,2019,7,Under 25 years,1081,2015-2019,Predicted (weighted),,
United States,2/23/19,US,2019,8,25-44 years,2580,2015-2019,Predicted (weighted),,
United States,2/23/19,US,2019,8,45-64 years,10871,2015-2019,Predicted (weighted),,
United States,2/23/19,US,2019,8,65-74 years,11265,2015-2019,Predicted (weighted),,
United States,2/23/19,US,2019,8,75-84 years,14108,2015-2019,Predicted (weighted),,
United States,2/23/19,US,2019,8,85 years and older,18188,2015-2019,Predicted (weighted),,
United States,2/23/19,US,2019,8,Under 25 years,1120,2015-2019,Predicted (weighted),,
United States,3/2/19,US,2019,9,25-44 years,2745,2015-2019,Predicted (weighted),,
United States,3/2/19,US,2019,9,45-64 years,10890,2015-2019,Predicted (weighted),,
United States,3/2/19,US,2019,9,65-74 years,11425,2015-2019,Predicted (weighted),,
United States,3/2/19,US,2019,9,75-84 years,13994,2015-2019,Predicted (weighted),,
United States,3/2/19,US,2019,9,85 years and older,17837,2015-2019,Predicted (weighted),,
United States,3/2/19,US,2019,9,Under 25 years,1189,2015-2019,Predicted (weighted),,
United States,3/9/19,US,2019,10,25-44 years,2795,2015-2019,Predicted (weighted),,
United States,3/9/19,US,2019,10,45-64 years,10945,2015-2019,Predicted (weighted),,
United States,3/9/19,US,2019,10,65-74 years,11533,2015-2019,Predicted (weighted),,
United States,3/9/19,US,2019,10,75-84 years,14036,2015-2019,Predicted (weighted),,
United States,3/9/19,US,2019,10,85 years and older,18255,2015-2019,Predicted (weighted),,
United States,3/9/19,US,2019,10,Under 25 years,1101,2015-2019,Predicted (weighted),,
United States,3/16/19,US,2019,11,25-44 years,2736,2015-2019,Predicted (weighted),,
United States,3/16/19,US,2019,11,45-64 years,10741,2015-2019,Predicted (weighted),,
United States,3/16/19,US,2019,11,65-74 years,11348,2015-2019,Predicted (weighted),,
United States,3/16/19,US,2019,11,75-84 years,13965,2015-2019,Predicted (weighted),,
United States,3/16/19,US,2019,11,85 years and older,18141,2015-2019,Predicted (weighted),,
United States,3/16/19,US,2019,11,Under 25 years,1102,2015-2019,Predicted (weighted),,
United States,3/23/19,US,2019,12,25-44 years,2613,2015-2019,Predicted (weighted),,
United States,3/23/19,US,2019,12,45-64 years,10647,2015-2019,Predicted (weighted),,
United States,3/23/19,US,2019,12,65-74 years,11034,2015-2019,Predicted (weighted),,
United States,3/23/19,US,2019,12,75-84 years,13761,2015-2019,Predicted (weighted),,
United States,3/23/19,US,2019,12,85 years and older,18040,2015-2019,Predicted (weighted),,
